Day	Weather	Holiday	FoodItem	QuantitySold
Sunday	Sunny	Yes	Pani Puri	299
Tuesday	Rainy	No	Punukulu	63
Friday	Rainy	No	Pani Puri	62
Thursday	Rainy	No	Samosa	161
Wednesday	Cloudy	No	Pesarattu	241
Wednesday	Cloudy	Yes	Dosa	23
Monday	Cloudy	Yes	Pani Puri	106
Wednesday	Sunny	No	Mysore Bonda	295
Wednesday	Cloudy	No	Mysore Bonda	24
Sunday	Sunny	No	Mysore Bonda	197
Sunday	Sunny	Yes	Pesarattu	212
Thursday	Sunny	Yes	Mirchi Bhajji	270
Tuesday	Rainy	No	Biryani	85
Friday	Rainy	Yes	Biryani	178
Saturday	Sunny	No	Mysore Bonda	36
Sunday	Rainy	No	Dosa	158
Saturday	Cloudy	Yes	Dosa	74
Thursday	Sunny	Yes	Pesarattu	26
Saturday	Cloudy	Yes	Samosa	217
Wednesday	Cloudy	No	Pani Puri	110
Thursday	Cloudy	No	Idli	277
Saturday	Rainy	Yes	Idli	224
Thursday	Rainy	No	Samosa	201
Saturday	Sunny	No	Mirchi Bhajji	286
Friday	Sunny	No	Pani Puri	259
Monday	Rainy	No	Pani Puri	232
Saturday	Cloudy	Yes	Mirchi Bhajji	232
Friday	Rainy	No	Biryani	142
Thursday	Rainy	Yes	Mirchi Bhajji	148
Thursday	Rainy	Yes	Pani Puri	209
Wednesday	Sunny	No	Samosa	56
Tuesday	Sunny	No	Mirchi Bhajji	116
Tuesday	Sunny	No	Pani Puri	58
Friday	Sunny	No	Mirchi Bhajji	226
Monday	Rainy	Yes	Samosa	94
Saturday	Rainy	No	Mysore Bonda	179
Friday	Rainy	No	Mysore Bonda	175
Friday	Cloudy	No	Dosa	63
Friday	Cloudy	Yes	Biryani	197
Tuesday	Cloudy	Yes	Pesarattu	124
Thursday	Rainy	Yes	Idli	197
Sunday	Rainy	Yes	Mirchi Bhajji	148
Tuesday	Sunny	Yes	Samosa	88
Thursday	Cloudy	No	Biryani	76
Thursday	Cloudy	Yes	Samosa	66
Friday	Rainy	No	Dosa	258
Saturday	Rainy	Yes	Punukulu	205
Saturday	Cloudy	Yes	Mirchi Bhajji	22
Thursday	Sunny	Yes	Dosa	26
Thursday	Sunny	No	Mirchi Bhajji	260
Tuesday	Rainy	No	Mysore Bonda	252
Wednesday	Cloudy	No	Idli	286
Wednesday	Sunny	Yes	Pesarattu	24
Sunday	Rainy	Yes	Dosa	101
Thursday	Sunny	Yes	Dosa	85
Wednesday	Rainy	Yes	Mysore Bonda	175
Sunday	Rainy	No	Dosa	186
Tuesday	Rainy	Yes	Pani Puri	231
Monday	Sunny	Yes	Biryani	144
Sunday	Rainy	Yes	Mirchi Bhajji	188
Friday	Rainy	No	Idli	54
Friday	Cloudy	Yes	Samosa	72
Monday	Rainy	Yes	Punukulu	60
Thursday	Cloudy	Yes	Dosa	220
Thursday	Cloudy	No	Dosa	220
Saturday	Rainy	No	Mysore Bonda	109
Friday	Sunny	Yes	Idli	232
Sunday	Cloudy	No	Pani Puri	25
Tuesday	Sunny	No	Biryani	108
Saturday	Rainy	No	Biryani	135
Thursday	Cloudy	Yes	Pani Puri	121
Saturday	Rainy	Yes	Dosa	99
Saturday	Cloudy	No	Idli	249
Saturday	Cloudy	No	Mysore Bonda	70
Friday	Rainy	No	Biryani	147
Monday	Cloudy	No	Punukulu	252
Friday	Sunny	No	Samosa	84
Saturday	Cloudy	No	Idli	165
Sunday	Rainy	No	Punukulu	56
Friday	Cloudy	Yes	Punukulu	141
Friday	Rainy	Yes	Biryani	57
Wednesday	Sunny	No	Mysore Bonda	246
Thursday	Cloudy	No	Samosa	145
Thursday	Rainy	Yes	Mirchi Bhajji	200
Thursday	Cloudy	No	Idli	280
Tuesday	Sunny	No	Samosa	187
Saturday	Cloudy	Yes	Idli	176
Friday	Cloudy	No	Dosa	151
Saturday	Cloudy	No	Mysore Bonda	229
Sunday	Cloudy	Yes	Dosa	297
Friday	Cloudy	No	Pani Puri	28
Sunday	Rainy	Yes	Samosa	208
Friday	Cloudy	No	Mysore Bonda	283
Tuesday	Sunny	Yes	Pani Puri	116
Thursday	Sunny	Yes	Pesarattu	64
Tuesday	Rainy	No	Biryani	232
Thursday	Sunny	No	Dosa	229
Monday	Rainy	No	Punukulu	41
Thursday	Sunny	Yes	Idli	34
Sunday	Sunny	Yes	Punukulu	71
Monday	Sunny	Yes	Mirchi Bhajji	222
Sunday	Cloudy	No	Dosa	246
Tuesday	Sunny	Yes	Mysore Bonda	134
Wednesday	Cloudy	Yes	Mirchi Bhajji	205
Thursday	Cloudy	Yes	Mysore Bonda	71
Friday	Rainy	Yes	Pani Puri	227
Saturday	Cloudy	No	Pesarattu	119
Friday	Cloudy	No	Mysore Bonda	37
Wednesday	Cloudy	No	Mysore Bonda	123
Friday	Sunny	Yes	Mirchi Bhajji	148
Saturday	Rainy	Yes	Pani Puri	158
Thursday	Rainy	No	Dosa	45
Sunday	Cloudy	No	Punukulu	83
Monday	Sunny	No	Dosa	68
Tuesday	Rainy	Yes	Mirchi Bhajji	234
Tuesday	Cloudy	No	Mysore Bonda	280
Monday	Rainy	Yes	Pani Puri	284
Monday	Cloudy	Yes	Samosa	170
Thursday	Sunny	No	Mysore Bonda	26
Monday	Sunny	Yes	Biryani	37
Thursday	Sunny	No	Pesarattu	220
Thursday	Rainy	Yes	Pesarattu	274
Wednesday	Sunny	No	Dosa	36
Friday	Rainy	No	Samosa	127
Monday	Rainy	No	Mirchi Bhajji	274
Monday	Rainy	Yes	Idli	75
Tuesday	Sunny	No	Pesarattu	84
Saturday	Rainy	No	Idli	203
Saturday	Sunny	Yes	Samosa	41
Tuesday	Cloudy	No	Biryani	170
Tuesday	Rainy	No	Samosa	112
Wednesday	Rainy	No	Biryani	136
Sunday	Sunny	Yes	Punukulu	297
Saturday	Cloudy	No	Mysore Bonda	219
Sunday	Cloudy	Yes	Mirchi Bhajji	104
Sunday	Rainy	No	Samosa	123
Sunday	Cloudy	Yes	Dosa	260
Friday	Sunny	No	Pesarattu	168
Saturday	Rainy	Yes	Biryani	290
Monday	Rainy	Yes	Mirchi Bhajji	142
Tuesday	Rainy	Yes	Mysore Bonda	24
Tuesday	Cloudy	No	Dosa	281
Tuesday	Sunny	No	Samosa	198
Wednesday	Rainy	Yes	Punukulu	186
Monday	Sunny	Yes	Samosa	59
Sunday	Cloudy	No	Biryani	194
Thursday	Cloudy	No	Mysore Bonda	272
Monday	Rainy	Yes	Punukulu	89
Sunday	Sunny	Yes	Biryani	99
Friday	Cloudy	No	Mysore Bonda	158
Monday	Cloudy	Yes	Dosa	26
Tuesday	Cloudy	Yes	Mirchi Bhajji	244
Thursday	Rainy	No	Samosa	106
Wednesday	Rainy	No	Idli	213
Wednesday	Cloudy	No	Samosa	116
Thursday	Cloudy	No	Mysore Bonda	152
Saturday	Cloudy	Yes	Pesarattu	181
Tuesday	Cloudy	No	Idli	201
Thursday	Rainy	No	Pesarattu	285
Friday	Sunny	No	Idli	234
Saturday	Rainy	Yes	Samosa	286
Wednesday	Sunny	Yes	Samosa	181
Saturday	Cloudy	No	Dosa	138
Friday	Cloudy	Yes	Pani Puri	255
Thursday	Cloudy	No	Mysore Bonda	38
Saturday	Cloudy	Yes	Mirchi Bhajji	292
Monday	Rainy	Yes	Punukulu	127
Monday	Rainy	Yes	Pesarattu	242
Wednesday	Rainy	Yes	Idli	268
Wednesday	Rainy	No	Biryani	147
Saturday	Cloudy	No	Mirchi Bhajji	123
Saturday	Sunny	Yes	Punukulu	97
Tuesday	Cloudy	No	Idli	162
Sunday	Cloudy	No	Biryani	193
Monday	Cloudy	No	Mysore Bonda	291
Saturday	Sunny	No	Dosa	294
Friday	Sunny	Yes	Idli	157
Saturday	Rainy	Yes	Mysore Bonda	65
Thursday	Sunny	No	Idli	281
Saturday	Cloudy	No	Pesarattu	266
Thursday	Rainy	Yes	Dosa	260
Monday	Sunny	No	Pesarattu	260
Friday	Cloudy	Yes	Mirchi Bhajji	289
Monday	Rainy	Yes	Samosa	99
Tuesday	Rainy	No	Samosa	109
Saturday	Sunny	Yes	Punukulu	20
Sunday	Cloudy	Yes	Pani Puri	143
Saturday	Rainy	No	Samosa	276
Wednesday	Cloudy	No	Pani Puri	162
Monday	Rainy	Yes	Pani Puri	295
Friday	Sunny	Yes	Pesarattu	21
Monday	Sunny	No	Mirchi Bhajji	135
Monday	Sunny	Yes	Punukulu	97
Thursday	Cloudy	Yes	Pani Puri	175
Sunday	Rainy	Yes	Pesarattu	248
Friday	Rainy	No	Pani Puri	246
Monday	Cloudy	No	Idli	67
Tuesday	Sunny	No	Biryani	288
Thursday	Sunny	No	Punukulu	180
Thursday	Cloudy	Yes	Pesarattu	244
Thursday	Sunny	Yes	Dosa	30
Friday	Sunny	No	Punukulu	244
Tuesday	Rainy	No	Mirchi Bhajji	259
Saturday	Sunny	No	Dosa	59
Thursday	Sunny	Yes	Biryani	170
Thursday	Sunny	Yes	Mysore Bonda	100
Saturday	Cloudy	Yes	Punukulu	27
Tuesday	Sunny	No	Pesarattu	45
Friday	Cloudy	No	Pesarattu	61
Saturday	Sunny	No	Dosa	150
Sunday	Rainy	Yes	Biryani	137
Monday	Sunny	Yes	Mirchi Bhajji	230
Tuesday	Cloudy	No	Idli	93
Friday	Cloudy	No	Pani Puri	176
Monday	Cloudy	Yes	Punukulu	189
Thursday	Rainy	No	Idli	103
Friday	Cloudy	Yes	Samosa	20
Friday	Cloudy	No	Samosa	38
Thursday	Rainy	No	Biryani	50
Tuesday	Cloudy	Yes	Pesarattu	234
Friday	Sunny	Yes	Mysore Bonda	154
Friday	Rainy	No	Dosa	281
Sunday	Rainy	Yes	Mirchi Bhajji	88
Wednesday	Cloudy	Yes	Biryani	233
Thursday	Rainy	No	Punukulu	298
Wednesday	Cloudy	No	Dosa	95
Monday	Cloudy	No	Biryani	110
Saturday	Cloudy	Yes	Dosa	288
Friday	Sunny	No	Pesarattu	150
Sunday	Sunny	No	Samosa	54
Saturday	Sunny	No	Idli	284
Wednesday	Sunny	Yes	Dosa	33
Wednesday	Rainy	Yes	Mirchi Bhajji	242
Thursday	Sunny	No	Punukulu	193
Tuesday	Sunny	Yes	Samosa	275
Sunday	Sunny	No	Mysore Bonda	182
Wednesday	Cloudy	Yes	Idli	104
Wednesday	Rainy	Yes	Idli	22
Sunday	Sunny	Yes	Pani Puri	112
Monday	Rainy	No	Idli	76
Sunday	Cloudy	No	Punukulu	21
Monday	Sunny	No	Mirchi Bhajji	105
Wednesday	Sunny	No	Biryani	264
Saturday	Sunny	Yes	Pesarattu	52
Tuesday	Rainy	No	Dosa	47
Tuesday	Rainy	Yes	Pani Puri	43
Saturday	Sunny	No	Pesarattu	223
Sunday	Sunny	Yes	Punukulu	137
Friday	Cloudy	No	Biryani	138
Thursday	Rainy	No	Pani Puri	151
Tuesday	Rainy	No	Idli	202
Saturday	Rainy	Yes	Dosa	135
Monday	Rainy	No	Pesarattu	69
Wednesday	Rainy	No	Dosa	85
Friday	Rainy	Yes	Punukulu	183
Sunday	Sunny	No	Biryani	159
Saturday	Rainy	No	Samosa	191
Friday	Sunny	No	Samosa	84
Tuesday	Cloudy	No	Idli	73
Monday	Rainy	Yes	Mysore Bonda	149
Wednesday	Cloudy	No	Dosa	74
Saturday	Sunny	No	Samosa	268
Wednesday	Rainy	Yes	Biryani	122
Saturday	Cloudy	No	Mirchi Bhajji	290
Saturday	Rainy	No	Punukulu	222
Wednesday	Rainy	No	Dosa	265
Wednesday	Cloudy	No	Mirchi Bhajji	213
Monday	Cloudy	Yes	Dosa	221
Thursday	Rainy	Yes	Pesarattu	260
Wednesday	Sunny	Yes	Biryani	74
Friday	Sunny	Yes	Mirchi Bhajji	284
Friday	Sunny	Yes	Pani Puri	87
Sunday	Rainy	No	Biryani	176
Tuesday	Rainy	Yes	Pani Puri	79
Thursday	Sunny	Yes	Mirchi Bhajji	188
Thursday	Cloudy	No	Idli	240
Thursday	Rainy	No	Punukulu	46
Tuesday	Rainy	Yes	Mirchi Bhajji	120
Thursday	Cloudy	Yes	Mysore Bonda	181
Tuesday	Cloudy	Yes	Dosa	193
Tuesday	Cloudy	No	Pesarattu	100
Friday	Rainy	Yes	Dosa	25
Tuesday	Rainy	No	Dosa	207
Tuesday	Rainy	No	Biryani	287
Saturday	Rainy	No	Dosa	112
Friday	Rainy	No	Dosa	168
Saturday	Sunny	Yes	Samosa	150
Friday	Rainy	No	Pesarattu	253
Wednesday	Cloudy	No	Dosa	250
Sunday	Cloudy	Yes	Pesarattu	40
Friday	Cloudy	No	Punukulu	54
Friday	Cloudy	No	Mirchi Bhajji	192
Friday	Cloudy	No	Dosa	217
Monday	Sunny	Yes	Pesarattu	30
Wednesday	Cloudy	Yes	Mirchi Bhajji	297
Sunday	Rainy	Yes	Biryani	285
Sunday	Rainy	Yes	Pesarattu	76
Saturday	Rainy	No	Pani Puri	239
Friday	Rainy	No	Dosa	36
Thursday	Rainy	Yes	Samosa	277
Saturday	Rainy	No	Mysore Bonda	54
Saturday	Rainy	No	Samosa	218
Wednesday	Rainy	No	Idli	138
Thursday	Sunny	No	Samosa	80
Monday	Cloudy	No	Mysore Bonda	234
Thursday	Sunny	Yes	Mirchi Bhajji	187
Sunday	Cloudy	Yes	Punukulu	54
Friday	Sunny	Yes	Idli	271
Sunday	Rainy	No	Idli	152
Friday	Rainy	Yes	Mirchi Bhajji	33
Saturday	Rainy	No	Samosa	198
Saturday	Rainy	No	Pani Puri	118
Thursday	Rainy	Yes	Biryani	162
Tuesday	Cloudy	No	Dosa	83
Friday	Cloudy	No	Mirchi Bhajji	272
Monday	Cloudy	Yes	Mirchi Bhajji	150
Wednesday	Rainy	Yes	Pesarattu	176
Monday	Sunny	Yes	Pesarattu	38
Sunday	Cloudy	No	Mirchi Bhajji	43
Tuesday	Sunny	Yes	Biryani	236
Wednesday	Sunny	No	Mysore Bonda	101
Friday	Cloudy	Yes	Idli	277
Saturday	Cloudy	No	Idli	252
Tuesday	Rainy	No	Pesarattu	268
Friday	Rainy	Yes	Pani Puri	78
Sunday	Rainy	No	Dosa	230
Thursday	Rainy	No	Pesarattu	248
Saturday	Cloudy	No	Punukulu	144
Saturday	Cloudy	Yes	Biryani	185
Tuesday	Rainy	Yes	Pani Puri	48
Sunday	Cloudy	No	Mysore Bonda	81
Friday	Cloudy	Yes	Mirchi Bhajji	21
Sunday	Rainy	Yes	Mysore Bonda	168
Tuesday	Rainy	Yes	Pesarattu	51
Tuesday	Cloudy	No	Biryani	43
Wednesday	Sunny	Yes	Samosa	229
Saturday	Cloudy	No	Mysore Bonda	200
Tuesday	Cloudy	Yes	Mysore Bonda	76
Tuesday	Cloudy	No	Samosa	244
Thursday	Sunny	No	Biryani	230
Sunday	Cloudy	Yes	Mysore Bonda	100
Friday	Rainy	Yes	Pesarattu	127
Friday	Rainy	Yes	Mysore Bonda	228
Thursday	Cloudy	Yes	Idli	244
Monday	Sunny	No	Pesarattu	146
Monday	Cloudy	Yes	Samosa	183
Friday	Cloudy	No	Pesarattu	267
Tuesday	Cloudy	No	Biryani	164
Thursday	Cloudy	Yes	Biryani	124
Thursday	Rainy	Yes	Mirchi Bhajji	75
Wednesday	Rainy	No	Biryani	114
Thursday	Sunny	Yes	Pesarattu	35
Saturday	Rainy	No	Dosa	67
Sunday	Sunny	Yes	Biryani	241
Thursday	Cloudy	No	Mirchi Bhajji	185
Wednesday	Rainy	Yes	Pani Puri	139
Saturday	Rainy	Yes	Pesarattu	100
Saturday	Rainy	Yes	Mirchi Bhajji	162
Tuesday	Cloudy	Yes	Idli	276
Saturday	Cloudy	Yes	Mysore Bonda	26
Wednesday	Rainy	Yes	Dosa	285
Monday	Cloudy	No	Dosa	115
Monday	Sunny	No	Mysore Bonda	217
Wednesday	Cloudy	No	Pani Puri	88
Thursday	Sunny	No	Samosa	35
Thursday	Sunny	No	Pani Puri	274
Monday	Cloudy	Yes	Pani Puri	38
Friday	Cloudy	No	Pesarattu	168
Monday	Sunny	Yes	Pani Puri	299
Friday	Cloudy	Yes	Pani Puri	223
Friday	Sunny	No	Dosa	180
Thursday	Sunny	Yes	Mirchi Bhajji	115
Wednesday	Rainy	No	Samosa	207
Monday	Cloudy	No	Pani Puri	58
Sunday	Rainy	Yes	Mysore Bonda	286
Wednesday	Rainy	No	Dosa	54
Sunday	Sunny	No	Dosa	156
Sunday	Cloudy	No	Punukulu	30
Saturday	Sunny	No	Mirchi Bhajji	101
Monday	Sunny	No	Mirchi Bhajji	65
Thursday	Cloudy	No	Samosa	183
Tuesday	Rainy	No	Pani Puri	147
Tuesday	Sunny	Yes	Pesarattu	250
Monday	Rainy	Yes	Biryani	74
Wednesday	Rainy	Yes	Idli	246
Monday	Rainy	No	Biryani	148
Tuesday	Cloudy	No	Punukulu	81
Sunday	Sunny	No	Punukulu	76
Thursday	Rainy	Yes	Biryani	27
Friday	Sunny	No	Punukulu	297
Sunday	Rainy	Yes	Pani Puri	280
Monday	Rainy	Yes	Pesarattu	28
Tuesday	Sunny	No	Biryani	194
Monday	Rainy	Yes	Biryani	193
Thursday	Rainy	Yes	Pani Puri	285
Saturday	Rainy	No	Biryani	114
Monday	Sunny	Yes	Samosa	230
Saturday	Cloudy	No	Mirchi Bhajji	31
Tuesday	Rainy	Yes	Idli	168
Thursday	Cloudy	No	Pesarattu	93
Friday	Sunny	Yes	Pani Puri	288
Sunday	Sunny	No	Idli	46
Thursday	Cloudy	No	Pani Puri	58
Sunday	Sunny	No	Biryani	96
Monday	Sunny	Yes	Samosa	152
Saturday	Cloudy	No	Mirchi Bhajji	201
Thursday	Rainy	Yes	Mirchi Bhajji	220
Wednesday	Cloudy	Yes	Dosa	31
Wednesday	Rainy	No	Biryani	175
Tuesday	Rainy	No	Pesarattu	71
Thursday	Cloudy	No	Biryani	290
Thursday	Sunny	No	Dosa	86
Sunday	Sunny	Yes	Biryani	261
Tuesday	Cloudy	No	Mirchi Bhajji	150
Monday	Sunny	No	Samosa	131
Saturday	Rainy	No	Pani Puri	270
Wednesday	Cloudy	No	Samosa	278
Saturday	Sunny	No	Punukulu	122
Friday	Sunny	No	Biryani	285
Tuesday	Cloudy	No	Pesarattu	92
Saturday	Rainy	No	Punukulu	291
Wednesday	Rainy	Yes	Idli	27
Thursday	Rainy	No	Pani Puri	215
Friday	Sunny	Yes	Pani Puri	232
Sunday	Sunny	No	Mirchi Bhajji	103
Tuesday	Sunny	No	Punukulu	140
Monday	Sunny	No	Pani Puri	138
Wednesday	Sunny	Yes	Pani Puri	193
Saturday	Cloudy	Yes	Idli	88
Friday	Sunny	Yes	Mysore Bonda	274
Monday	Rainy	Yes	Mirchi Bhajji	86
Friday	Cloudy	No	Biryani	88
Saturday	Cloudy	No	Pesarattu	252
Tuesday	Cloudy	Yes	Pesarattu	68
Sunday	Rainy	No	Dosa	57
Monday	Rainy	Yes	Idli	142
Saturday	Rainy	Yes	Punukulu	240
Sunday	Rainy	No	Mysore Bonda	45
Thursday	Cloudy	No	Pesarattu	260
Thursday	Rainy	Yes	Biryani	69
Monday	Rainy	Yes	Pesarattu	20
Friday	Sunny	No	Dosa	259
Sunday	Rainy	Yes	Mirchi Bhajji	29
Sunday	Sunny	No	Mysore Bonda	263
Sunday	Rainy	No	Dosa	116
Sunday	Rainy	No	Idli	88
Wednesday	Sunny	Yes	Idli	88
Wednesday	Sunny	No	Mysore Bonda	264
Thursday	Sunny	No	Mysore Bonda	149
Wednesday	Cloudy	No	Biryani	104
Monday	Rainy	No	Idli	67
Monday	Cloudy	No	Mirchi Bhajji	37
Tuesday	Rainy	No	Dosa	291
Tuesday	Rainy	No	Punukulu	270
Friday	Rainy	No	Idli	28
Sunday	Rainy	No	Mysore Bonda	189
Saturday	Rainy	Yes	Pani Puri	277
Sunday	Rainy	No	Mysore Bonda	263
Monday	Cloudy	Yes	Idli	289
Wednesday	Sunny	Yes	Biryani	96
Wednesday	Cloudy	No	Samosa	234
Saturday	Rainy	No	Pesarattu	230
Saturday	Cloudy	No	Punukulu	54
Friday	Rainy	No	Dosa	232
Saturday	Sunny	Yes	Pani Puri	168
Sunday	Rainy	No	Idli	53
Monday	Rainy	No	Mysore Bonda	108
Tuesday	Rainy	No	Biryani	64
Friday	Cloudy	No	Dosa	273
Thursday	Rainy	No	Idli	225
Saturday	Sunny	No	Pani Puri	169
Sunday	Rainy	No	Mysore Bonda	63
Saturday	Cloudy	Yes	Idli	30
Monday	Rainy	Yes	Biryani	35
Monday	Rainy	No	Idli	278
Sunday	Cloudy	No	Biryani	222
Tuesday	Cloudy	Yes	Pani Puri	270
Wednesday	Rainy	No	Samosa	149
Sunday	Rainy	Yes	Mirchi Bhajji	247
Monday	Rainy	Yes	Punukulu	24
Monday	Rainy	No	Pani Puri	283
Saturday	Cloudy	Yes	Pesarattu	100
Saturday	Sunny	No	Pesarattu	221
Thursday	Cloudy	Yes	Pesarattu	284
Tuesday	Sunny	No	Samosa	253
Monday	Rainy	No	Idli	189
Monday	Sunny	Yes	Pesarattu	125
Sunday	Sunny	No	Dosa	241
Thursday	Cloudy	No	Mysore Bonda	274
Thursday	Sunny	No	Idli	218
Sunday	Cloudy	No	Pani Puri	44
Tuesday	Rainy	Yes	Biryani	173
Saturday	Rainy	No	Samosa	151
Monday	Cloudy	No	Samosa	113
Sunday	Rainy	Yes	Mirchi Bhajji	63
Saturday	Rainy	Yes	Mysore Bonda	155
Thursday	Cloudy	No	Mysore Bonda	159
Thursday	Sunny	Yes	Mysore Bonda	81
Sunday	Sunny	No	Dosa	208
Thursday	Cloudy	Yes	Biryani	131
Tuesday	Cloudy	Yes	Mirchi Bhajji	210
Saturday	Sunny	No	Pani Puri	292
Thursday	Rainy	No	Mysore Bonda	125
Wednesday	Rainy	Yes	Mysore Bonda	67
Saturday	Sunny	No	Idli	287
Saturday	Sunny	No	Mysore Bonda	217
Wednesday	Rainy	No	Samosa	113
Saturday	Cloudy	Yes	Pesarattu	124
Saturday	Cloudy	Yes	Samosa	222
Tuesday	Cloudy	No	Mirchi Bhajji	172
Wednesday	Sunny	Yes	Pani Puri	52
Saturday	Rainy	No	Mirchi Bhajji	225
Tuesday	Sunny	Yes	Mirchi Bhajji	122
Thursday	Sunny	Yes	Biryani	203
Saturday	Sunny	No	Pesarattu	48
Thursday	Rainy	No	Biryani	173
Sunday	Rainy	Yes	Samosa	124
Saturday	Rainy	No	Dosa	263
Saturday	Rainy	Yes	Mirchi Bhajji	206
Tuesday	Cloudy	Yes	Pani Puri	298
Thursday	Cloudy	No	Mysore Bonda	51
Wednesday	Cloudy	No	Punukulu	38
Thursday	Sunny	Yes	Mirchi Bhajji	69
Wednesday	Cloudy	Yes	Mysore Bonda	24
Monday	Rainy	Yes	Dosa	131
Sunday	Rainy	Yes	Dosa	85
Thursday	Rainy	Yes	Mysore Bonda	154
Thursday	Sunny	Yes	Samosa	147
Thursday	Rainy	No	Samosa	204
Thursday	Cloudy	Yes	Idli	54
Friday	Cloudy	Yes	Pani Puri	52
Saturday	Rainy	No	Mirchi Bhajji	63
Thursday	Cloudy	No	Pani Puri	100
Tuesday	Sunny	No	Pani Puri	86
Saturday	Rainy	No	Punukulu	271
Saturday	Sunny	No	Dosa	22
Sunday	Rainy	Yes	Idli	300
Sunday	Rainy	Yes	Dosa	140
Wednesday	Sunny	No	Punukulu	274
Monday	Cloudy	Yes	Pani Puri	229
Wednesday	Cloudy	Yes	Mirchi Bhajji	289
Saturday	Cloudy	No	Pesarattu	231
Wednesday	Rainy	No	Pani Puri	37
Thursday	Rainy	Yes	Punukulu	145
Monday	Sunny	Yes	Punukulu	200
Saturday	Rainy	Yes	Punukulu	299
Monday	Rainy	No	Pani Puri	226
Saturday	Cloudy	No	Biryani	193
Friday	Sunny	Yes	Pani Puri	291
Monday	Sunny	Yes	Punukulu	235
Thursday	Rainy	No	Pesarattu	149
Thursday	Cloudy	Yes	Dosa	248
Friday	Rainy	No	Mirchi Bhajji	119
Sunday	Cloudy	No	Mirchi Bhajji	189
Tuesday	Sunny	Yes	Pesarattu	247
Thursday	Cloudy	No	Dosa	121
Thursday	Rainy	Yes	Idli	240
Tuesday	Rainy	Yes	Samosa	196
Monday	Sunny	Yes	Mysore Bonda	168
Tuesday	Rainy	No	Dosa	167
Wednesday	Sunny	No	Idli	79
Friday	Cloudy	Yes	Pani Puri	21
Wednesday	Cloudy	Yes	Mirchi Bhajji	33
Friday	Cloudy	No	Idli	58
Wednesday	Cloudy	No	Mysore Bonda	140
Thursday	Cloudy	Yes	Punukulu	182
Friday	Sunny	Yes	Mysore Bonda	172
Thursday	Rainy	Yes	Mirchi Bhajji	243
Wednesday	Sunny	No	Punukulu	289
Wednesday	Rainy	No	Pesarattu	279
Saturday	Rainy	No	Pani Puri	251
Monday	Sunny	Yes	Punukulu	149
Wednesday	Cloudy	No	Samosa	242
Tuesday	Rainy	No	Idli	193
Thursday	Cloudy	No	Mysore Bonda	267
Wednesday	Sunny	No	Idli	60
Tuesday	Sunny	No	Punukulu	253
Thursday	Cloudy	No	Samosa	61
Friday	Rainy	No	Pani Puri	211
Thursday	Rainy	Yes	Idli	115
Sunday	Rainy	Yes	Biryani	50
Wednesday	Rainy	Yes	Pani Puri	166
Wednesday	Rainy	Yes	Mysore Bonda	137
Thursday	Cloudy	No	Pesarattu	36
Wednesday	Rainy	Yes	Dosa	161
Wednesday	Sunny	No	Mirchi Bhajji	84
Sunday	Rainy	No	Samosa	88
Tuesday	Rainy	Yes	Dosa	48
Sunday	Cloudy	No	Dosa	123
Wednesday	Sunny	No	Mysore Bonda	180
Sunday	Rainy	Yes	Mirchi Bhajji	100
Friday	Sunny	Yes	Mirchi Bhajji	20
Friday	Cloudy	No	Pani Puri	260
Friday	Rainy	Yes	Mysore Bonda	117
Thursday	Cloudy	Yes	Biryani	260
Thursday	Sunny	Yes	Mirchi Bhajji	217
Thursday	Sunny	No	Mysore Bonda	277
Sunday	Cloudy	No	Biryani	48
Saturday	Rainy	No	Pesarattu	206
Saturday	Sunny	No	Idli	224
Tuesday	Rainy	Yes	Samosa	28
Thursday	Rainy	Yes	Idli	95
Thursday	Cloudy	Yes	Mysore Bonda	284
Tuesday	Cloudy	No	Mirchi Bhajji	141
Monday	Cloudy	No	Samosa	199
Thursday	Cloudy	Yes	Samosa	254
Thursday	Cloudy	Yes	Punukulu	246
Tuesday	Cloudy	No	Punukulu	66
Saturday	Rainy	No	Biryani	279
Saturday	Rainy	No	Biryani	273
Wednesday	Rainy	No	Dosa	21
Wednesday	Sunny	No	Pani Puri	264
Tuesday	Cloudy	Yes	Pani Puri	37
Sunday	Cloudy	Yes	Pani Puri	62
Sunday	Sunny	Yes	Mirchi Bhajji	232
Thursday	Sunny	Yes	Idli	293
Monday	Cloudy	No	Punukulu	144
Friday	Cloudy	Yes	Idli	267
Sunday	Rainy	No	Dosa	250
Friday	Rainy	Yes	Samosa	167
Saturday	Rainy	Yes	Pesarattu	63
Tuesday	Cloudy	Yes	Mysore Bonda	143
Monday	Cloudy	Yes	Biryani	290
Wednesday	Rainy	Yes	Biryani	228
Friday	Cloudy	Yes	Mirchi Bhajji	284
Monday	Cloudy	No	Idli	121
Friday	Cloudy	No	Pani Puri	231
Monday	Cloudy	No	Mysore Bonda	210
Wednesday	Rainy	No	Mysore Bonda	144
Saturday	Cloudy	No	Samosa	21
Wednesday	Rainy	No	Mysore Bonda	86
Wednesday	Sunny	No	Biryani	111
Wednesday	Rainy	Yes	Biryani	296
Wednesday	Cloudy	No	Idli	128
Wednesday	Cloudy	No	Pani Puri	261
Saturday	Sunny	Yes	Punukulu	30
Tuesday	Cloudy	Yes	Biryani	166
Monday	Cloudy	Yes	Mysore Bonda	175
